Date,Open,High,Low,Close,Adj Close,Volume
2025-03-31,502.73498426740366,508.0370870336572,501.1789022566775,503.24968509234037,503.24968509234037,8494764
2025-04-01,503.0664098134392,511.2388490787808,498.67584365654017,508.307438326262,508.307438326262,8690930
2025-04-02,509.7790496792056,513.4913413218339,506.52535298595876,509.5226447957962,509.5226447957962,8617824
2025-04-03,509.3120151860093,514.1380519489765,507.0022106258067,510.89765444598936,510.89765444598936,8596204
2025-04-04,511.6915524048114,514.9476146192211,507.9823264728271,513.1293806692796,513.1293806692796,7855482
2025-04-07,514.1883070796029,521.4994496222214,509.8972344565845,518.0631924275904,518.0631924275904,3777269
2025-04-08,519.8745544554274,521.789030298201,518.8325977259709,520.4865015748665,520.4865015748665,10237243
2025-04-09,519.1765492880207,543.443676054319,515.3807592029813,540.2601426495818,540.2601426495818,11525311
2025-04-10,540.1231864053987,545.2493158992451,536.6986482897133,544.2193262716846,544.2193262716846,3810336
2025-04-11,543.2857672487406,548.56328938453,530.4459518981582,535.4971747450743,535.4971747450743,7011804
2025-04-14,532.8196761465256,538.8610262499781,528.4818910724074,533.9970938019161,533.9970938019161,2026780
2025-04-15,535.6484440435323,537.124125521183,524.7360851847909,529.8366289678814,529.8366289678814,11810538
2025-04-16,530.7231605618742,533.9461738928317,511.940078423894,514.529009221745,514.529009221745,6249086
2025-04-17,513.9713974970146,519.7517873049289,510.8989423260814,518.0093640311854,518.0093640311854,10835155
2025-04-18,517.6273268869081,526.0288663978307,516.9989638890293,521.9547410791881,521.9547410791881,11115639
2025-04-21,523.1599788994722,534.5361820212045,520.0606760395159,530.6214131326101,530.6214131326101,6221551
2025-04-22,530.8997051685335,534.2087265192517,530.0709936021522,532.3422064472354,532.3422064472354,11709565
2025-04-23,531.5454469282873,537.6842543001239,530.8872874920194,532.631906576854,532.631906576854,8330812
2025-04-24,532.8447971773511,536.6399381249147,522.5865850726414,525.2746312147235,525.2746312147235,5151923
2025-04-25,524.8798747901224,527.7466597434973,520.0360040064033,526.4188307752132,526.4188307752132,10063659
2025-04-28,527.0498970712605,528.4328303566524,521.2931395641739,525.2413919518058,525.2413919518058,2924763
2025-04-29,524.8535915901402,526.5427498559472,516.8333483385087,522.0085812497783,522.0085812497783,10333103
2025-04-30,523.5701097752559,528.707405137563,522.1453007183142,525.1391892816389,525.1391892816389,9707684
2025-05-01,525.0279980041998,528.3600444999423,522.8207659381249,525.9785310648101,525.9785310648101,3662100
2025-05-02,526.9156809439355,527.5145408133549,519.6826975392594,523.7161364966965,523.7161364966965,2582489
2025-05-05,523.2104138466611,528.4808453590875,519.4614132927824,525.3170668492768,525.3170668492768,6889148
2025-05-06,526.4739133666667,530.6522678828147,514.361222252929,516.1310161947611,516.1310161947611,6799274
2025-05-07,514.9211037821975,526.0196452071802,513.7551305127896,522.1640471138245,522.1640471138245,6882306
2025-05-08,523.052595841851,535.9854796449391,521.3683302827718,533.1319539902074,533.1319539902074,3571178
2025-05-09,533.3744498947352,540.1590761643581,531.2450758898615,535.0693764109714,535.0693764109714,11171083
2025-05-12,534.5868452955482,537.6204098900313,528.7658581840177,530.541466256296,530.541466256296,2512703
2025-05-13,530.3508519012785,534.6710860494727,526.5407713227384,529.3400811903134,529.3400811903134,5599601
2025-05-14,529.1866964736168,535.6706832895048,527.9395050096995,531.3240862925906,531.3240862925906,6315097
2025-05-15,531.570909502758,535.9446991494603,525.9787819796136,527.5545668565503,527.5545668565503,10146622
2025-05-16,526.9839930651211,535.9227755583344,524.1077454219167,533.5468525763766,533.5468525763766,9381874
2025-05-19,534.1660308670797,538.0426104298687,532.5299355034542,533.5490168574762,533.5490168574762,3048007
2025-05-20,533.7305220953056,534.2874956013441,525.6985543335816,528.5665557662195,528.5665557662195,10619895
2025-05-21,528.4147790879952,530.7524331997836,524.0812125881484,527.4318843262533,527.4318843262533,8396181
2025-05-22,527.4449819962184,527.932531833095,518.0011793389085,522.747499138714,522.747499138714,2924716
2025-05-23,524.3476174924209,527.6967343794214,517.5717603120884,520.4010981915593,520.4010981915593,4851584
2025-05-26,520.8129168316956,524.1991627471613,513.9931623765591,518.982844917933,518.982844917933,4890422
2025-05-27,518.6448550912661,520.8129455278487,503.81918657294597,504.8239352205075,504.8239352205075,4124978
2025-05-28,504.1666824545707,511.03730068143045,500.34670264451137,510.1794283055886,510.1794283055886,9288604
2025-05-29,509.80715992258484,516.4049724647884,508.5076398223257,514.6076387195643,514.6076387195643,2183655
2025-05-30,512.5516964500059,530.7809539358539,509.12895131507344,530.4484897724967,530.4484897724967,10561290
2025-06-02,530.0407479305552,544.7192521605999,528.5216031727492,540.7970252223653,540.7970252223653,11858812
2025-06-03,541.3879481768154,546.7179999097823,535.7842953385083,539.5447852056907,539.5447852056907,2141074
2025-06-04,538.2297857954103,551.9511863664909,535.9527262667604,547.0582433523559,547.0582433523559,7637393
2025-06-05,547.0632617851886,555.2841074191286,543.7859612491033,553.1894918267571,553.1894918267571,4045626
2025-06-06,552.4134493465106,556.7126237399027,539.25788675151,544.5178940672781,544.5178940672781,2433643
2025-06-09,542.2323071281844,555.9774014796259,538.857538035191,552.8025905850404,552.8025905850404,11207949
2025-06-10,553.1242637412579,557.4038999062531,545.919708459784,548.3364165735456,548.3364165735456,4466542
2025-06-11,546.3959173801612,549.2947128948528,542.9842392498891,544.6449337507997,544.6449337507997,3853333
2025-06-12,545.5622853111379,553.2974457846972,542.0188984807816,549.925569997384,549.925569997384,2965092
2025-06-13,550.0052013718995,552.4385235433425,543.3327554510263,546.3215781468092,546.3215781468092,4777456
2025-06-16,545.1179011808521,547.1186295416535,538.5688401974231,539.7302564969734,539.7302564969734,9773227
2025-06-17,540.7642821746812,541.3947328008803,532.8987490303892,535.8379398474684,535.8379398474684,9250817
2025-06-18,534.2771670970895,542.3173929461633,531.8523959195522,540.5217633200367,540.5217633200367,3622569
2025-06-19,541.6324937856643,542.126010347557,535.8134506001958,539.127347426132,539.127347426132,9309226
2025-06-20,537.856306318727,542.5956023117526,527.9781568225777,528.430208654097,528.430208654097,2318604
2025-06-23,529.5318830311675,534.6750328322202,527.349141109594,528.0614277316549,528.0614277316549,2389736
2025-06-24,526.8661132275495,530.6681220974416,522.8790240361051,524.0487676381231,524.0487676381231,3120463
2025-06-25,524.6288124103592,525.5440548748645,519.3814012317033,523.4217915338227,523.4217915338227,6548680
2025-06-26,523.0098567725906,525.3234783602082,521.4791708601907,522.7346633542531,522.7346633542531,3334458
2025-06-27,522.5240430983513,528.4625449134115,519.2039407396278,526.0183334453083,526.0183334453083,2042511
2025-06-30,525.7534330244569,526.627765379907,509.1868299789034,513.6175160062675,513.6175160062675,3603804
2025-07-01,513.1670003511291,521.7659528123843,512.6111612231878,517.4887163328833,517.4887163328833,8628756
2025-07-02,517.6179054639487,518.5611411386751,513.958026164107,517.1727488580973,517.1727488580973,6903326
2025-07-03,515.4518372691733,528.87566049543,515.1044982150462,528.5623547600513,528.5623547600513,2188879
2025-07-04,528.3012802322171,528.9733578434543,515.1446791962135,515.8773188319706,515.8773188319706,11209669
2025-07-07,516.5569815134264,517.9167783291101,506.1141573222652,507.64579637058915,507.64579637058915,10885141
2025-07-08,508.36493534002227,509.9356435337336,498.0181057904829,502.4195731737794,502.4195731737794,3845928
2025-07-09,503.15706428455917,509.21781460533657,498.5945684286313,504.8990008058122,504.8990008058122,6585465
2025-07-10,503.62962730932173,510.16196331259636,500.1370251933767,508.6322726034513,508.6322726034513,10343153
2025-07-11,506.9184680035829,510.8985900802033,501.95940692342475,503.218418030402,503.218418030402,6299857
2025-07-14,501.95918299544365,511.8474867367744,499.1855358043711,510.4855420543629,510.4855420543629,7206384
2025-07-15,509.31265210016306,514.1727516045181,504.82178530851206,510.2990696792958,510.2990696792958,7011717
2025-07-16,511.6662062688653,512.8256763287458,500.16946395467454,500.4713909349459,500.4713909349459,8385840
2025-07-17,500.8320983298879,503.6379854869296,497.49110960576485,499.4411674146868,499.4411674146868,11991476
2025-07-18,500.61388204932166,501.36171769435845,481.0734163564776,481.812184021664,481.812184021664,11548316
2025-07-21,481.2322129034935,489.3992265811723,477.79258085941865,485.0511760358901,485.0511760358901,11440771
2025-07-22,485.91625260937485,488.1268358577677,481.83365382279595,483.72379138898737,483.72379138898737,11337587
2025-07-23,483.863726482468,487.3979554737204,476.6370544295456,479.2232455745266,479.2232455745266,4706320
2025-07-24,478.5820101660266,479.18104588772803,472.7762367509033,475.6526288438703,475.6526288438703,2712077
2025-07-25,476.1935865978906,477.87207893731227,466.2480767896323,470.81707589451366,470.81707589451366,10274230
2025-07-28,469.969405216139,470.56888510476944,461.3370903169389,464.6130470244874,464.6130470244874,10230072
