Date,Open,High,Low,Close,Adj Close,Volume
2025-03-31,1502.3090245697867,1510.3397777607547,1491.1690341056274,1501.528061112142,1501.528061112142,4261121
2025-04-01,1502.4695848653926,1504.214231984978,1484.414375493076,1498.1480418578565,1498.1480418578565,6006002
2025-04-02,1495.2517207992835,1513.1041482790458,1488.2638173095331,1506.4833386121043,1506.4833386121043,11600676
2025-04-03,1504.448149306959,1520.8444103023285,1496.2817018026265,1518.0119074510496,1518.0119074510496,3041588
2025-04-04,1522.772925954074,1549.0702078367754,1509.809859225161,1539.728681824795,1539.728681824795,8968844
2025-04-07,1541.2006873472833,1542.9284001781928,1530.4953932147027,1532.6290071635447,1532.6290071635447,3304569
2025-04-08,1533.3294565030958,1563.7644510457692,1524.8257521609094,1548.4256559574283,1548.4256559574283,4599151
2025-04-09,1549.724336226168,1558.734134975856,1510.2776017709239,1516.8254541959689,1516.8254541959689,10426668
2025-04-10,1518.742966585831,1525.968076277156,1489.9326998546126,1504.7829455408648,1504.7829455408648,11328091
2025-04-11,1503.7441393491597,1505.6013724485856,1475.5921771947965,1488.6589508241343,1488.6589508241343,8146784
2025-04-14,1489.7949670491732,1517.9212714611006,1482.4655683906512,1504.5364361019417,1504.5364361019417,6667736
2025-04-15,1507.3297355058876,1517.3847829411764,1472.2407211480981,1473.3730330002918,1473.3730330002918,10088816
2025-04-16,1475.08858189051,1486.145413656459,1469.829697996342,1477.853398404529,1477.853398404529,8622063
2025-04-17,1478.3957260927014,1484.188989892944,1467.116751851394,1479.5264882780505,1479.5264882780505,9819468
2025-04-18,1476.8407829388332,1506.0994205693128,1465.8478372158377,1497.698184245283,1497.698184245283,2730827
2025-04-21,1494.0639343201228,1514.92716453596,1479.7920338800557,1512.6707951136113,1512.6707951136113,5197322
2025-04-22,1516.4118584551177,1549.844132611916,1506.902750449624,1543.5782085758983,1543.5782085758983,10208276
2025-04-23,1540.2054361432542,1571.3383561608987,1525.9148140681573,1566.7308503067718,1566.7308503067718,2205556
2025-04-24,1564.6292950186642,1569.8577963224693,1546.2613350624156,1559.5488781287256,1559.5488781287256,10687817
2025-04-25,1561.11625801002,1582.4550155254485,1553.3254313142243,1576.1233171420665,1576.1233171420665,11432112
2025-04-28,1580.6788840024683,1586.7367949203542,1555.798810713638,1557.046039897376,1557.046039897376,11513291
2025-04-29,1556.7488549677894,1558.0995632052184,1538.183805076441,1550.8535505064901,1550.8535505064901,6311430
2025-04-30,1549.8639276302326,1550.6923459457005,1539.0727346441672,1546.688850302859,1546.688850302859,11936100
2025-05-01,1543.7057448432029,1557.4100388068643,1498.665120774139,1512.0608746840885,1512.0608746840885,5419383
2025-05-02,1509.8783236266572,1536.7864439456375,1501.4053447731783,1524.8094008344592,1524.8094008344592,3266769
2025-05-05,1524.4772151428656,1527.2964108802319,1522.8438900481176,1526.3348718153663,1526.3348718153663,4529111
2025-05-06,1525.5981979668475,1542.953660815994,1512.2563079649453,1537.7141607539677,1537.7141607539677,2454703
2025-05-07,1536.697426174496,1544.3902023036203,1522.6876551684225,1535.6323508745593,1535.6323508745593,3346335
2025-05-08,1535.3008521509175,1543.568452228738,1527.620812033538,1538.702021139152,1538.702021139152,4923233
2025-05-09,1544.7646090934018,1557.0490952329592,1516.6115477871633,1517.4391726507376,1517.4391726507376,11231806
2025-05-12,1519.2912773877576,1526.7995279170966,1511.6815060565666,1513.874603702474,1513.874603702474,9327842
2025-05-13,1513.924819940818,1534.4448168624926,1509.8590640560722,1532.3974264611418,1532.3974264611418,3615589
2025-05-14,1539.0842349962163,1544.6649421130676,1521.0357282184711,1530.8257473787544,1530.8257473787544,7169972
2025-05-15,1532.2908250578282,1544.3046528673794,1517.6780479524716,1528.7588260476437,1528.7588260476437,2882447
2025-05-16,1534.3934741108776,1542.8584095708075,1512.7327362957647,1515.7884459431707,1515.7884459431707,3382209
2025-05-19,1514.2481046742666,1523.6246732517143,1501.8270226559916,1514.7830667026622,1514.7830667026622,5553015
2025-05-20,1520.84737742992,1537.8306697241298,1509.1151260333538,1535.9728125589902,1535.9728125589902,2287365
2025-05-21,1532.0412961634963,1540.918869155877,1522.699653206214,1527.57193177518,1527.57193177518,5701896
2025-05-22,1526.7702775788437,1539.6171337695284,1525.6451957925512,1532.0325882027034,1532.0325882027034,2362693
2025-05-23,1534.9818679707976,1545.016383731652,1530.5260540895536,1542.102932848594,1542.102932848594,5241616
2025-05-26,1546.0604675110906,1563.2174970742988,1540.957330261016,1548.6609809898218,1548.6609809898218,4577350
2025-05-27,1546.2476785299648,1551.3345242051398,1535.424007861408,1549.025646679883,1549.025646679883,3493850
2025-05-28,1546.9917083294474,1562.2070695029845,1523.6024691397472,1536.923356941658,1536.923356941658,10037825
2025-05-29,1539.7100808170824,1556.9823508448771,1530.5076640830061,1542.8678163665243,1542.8678163665243,4474788
2025-05-30,1542.3254243580195,1572.1327583570705,1532.9843024427005,1566.3518025359906,1566.3518025359906,7239979
2025-06-02,1560.0179808305918,1589.494382737171,1548.4733003384936,1573.9269208736066,1573.9269208736066,7690567
2025-06-03,1574.8777983642437,1580.3294215645458,1542.7760375367375,1555.7438047057356,1555.7438047057356,10921602
2025-06-04,1555.522153071803,1561.0794906355459,1538.5175604081485,1548.51861151596,1548.51861151596,7569791
2025-06-05,1554.9900706425328,1557.0660281177284,1529.090536632988,1538.2949308260268,1538.2949308260268,2964166
2025-06-06,1539.190705316273,1544.0619825391752,1506.738348676957,1517.4400631048777,1517.4400631048777,2063563
2025-06-09,1518.921217226672,1531.483899774138,1504.2356406778733,1510.54621353541,1510.54621353541,5157083
2025-06-10,1509.0442038964559,1517.2305533499127,1467.0835639118934,1481.1287458768209,1481.1287458768209,11487367
2025-06-11,1480.9886093485343,1487.5781690080305,1459.1527624135333,1471.6259352550826,1471.6259352550826,4648921
2025-06-12,1466.2242197905261,1479.124095595485,1449.407260772333,1463.786358514828,1463.786358514828,5711754
2025-06-13,1468.1527497452578,1473.2805462468891,1457.8510146827368,1460.261081032731,1460.261081032731,6646027
2025-06-16,1463.2944952748235,1465.4456790519096,1421.7817263738402,1434.8112260058347,1434.8112260058347,4514093
2025-06-17,1432.1949520852907,1451.4454123023736,1429.8327584102665,1439.7997061566136,1439.7997061566136,10784058
2025-06-18,1443.6717109102428,1444.67468688926,1433.9264415623186,1435.1972296207102,1435.1972296207102,11316309
2025-06-19,1441.8351649991018,1449.0101259566188,1411.164994047616,1422.2522079190833,1422.2522079190833,4891828
2025-06-20,1418.5738307003667,1432.3304822194257,1405.5741315944633,1417.1029878277875,1417.1029878277875,6861446
2025-06-23,1422.4357476347118,1434.139591298312,1407.1125181419125,1412.701374319245,1412.701374319245,2727434
2025-06-24,1413.3916227181485,1415.9635826671924,1382.7893395676592,1396.2825121730425,1396.2825121730425,11231183
2025-06-25,1389.2928327528919,1420.5992075805843,1376.9312463099373,1412.38276893056,1412.38276893056,7627040
2025-06-26,1411.7192588136568,1427.9593227718076,1402.3947501283724,1416.7968914758396,1416.7968914758396,2247169
2025-06-27,1416.678668638155,1422.1234641636975,1400.8203937132967,1413.8961740325885,1413.8961740325885,7985247
2025-06-30,1411.6407601797068,1422.1147941729969,1383.9138403985114,1388.5227746075495,1388.5227746075495,2853413
2025-07-01,1386.4803099536034,1388.0853895965752,1378.4695124833288,1387.085548308557,1387.085548308557,7385292
