Date,Open,High,Low,Close,Adj Close,Volume
2025-03-31,3746.1577697312364,3771.814016516869,3734.878263367389,3751.4092684585407,3751.4092684585407,11331837
2025-04-01,3748.9066723141827,3785.1007356458267,3721.975850513909,3729.1635695422992,3729.1635695422992,10670798
2025-04-02,3721.0157380486476,3792.201652746109,3696.940774158948,3778.0793075823594,3778.0793075823594,8479344
2025-04-03,3784.7206999659134,3809.9052145504215,3771.7617757519847,3778.7366037643733,3778.7366037643733,5717100
2025-04-04,3786.379741396599,3797.8042745428984,3744.115265804264,3767.5793502082065,3767.5793502082065,9901832
2025-04-07,3762.6529105935083,3805.9020716027057,3758.231338103909,3794.8165689901075,3794.8165689901075,9585152
2025-04-08,3803.3592403876637,3917.4581967927,3798.6441628793405,3910.6797165744956,3910.6797165744956,7904661
2025-04-09,3917.1683215897683,4017.494652946052,3901.85136507626,3982.007463487362,3982.007463487362,10549623
2025-04-10,3987.751572414685,4075.999686821495,3985.7024549790976,4052.337554045099,4052.337554045099,6671525
2025-04-11,4047.828082544499,4083.2495585902125,4000.3950365701007,4037.8990567057544,4037.8990567057544,8597689
2025-04-14,4029.6389754194283,4076.707151446696,4026.2704743036948,4052.647642643508,4052.647642643508,4018568
2025-04-15,4049.205158306725,4091.55040275425,4030.8179877165853,4067.32942125207,4067.32942125207,6631877
2025-04-16,4070.1657028666755,4098.7370314496475,4058.1311063167127,4078.5439502181844,4078.5439502181844,2974935
2025-04-17,4077.241794038257,4139.308559877199,4059.233829097779,4110.246297931399,4110.246297931399,8094114
2025-04-18,4107.242333236534,4159.557404695312,4093.507373610451,4129.840816972395,4129.840816972395,6692888
2025-04-21,4130.1185758917545,4182.118375702466,4111.735447078737,4164.052296974954,4164.052296974954,11881718
2025-04-22,4154.9969509891835,4238.512438542389,4147.7547930274395,4230.965211650717,4230.965211650717,4997086
2025-04-23,4230.448636462737,4320.60428050108,4215.187013568872,4301.072096624908,4301.072096624908,5889467
2025-04-24,4312.549759958243,4316.6361072889,4227.710143850267,4261.0846338071915,4261.0846338071915,10209568
2025-04-25,4272.705408118402,4302.620667627599,4170.738852989741,4189.8386226367675,4189.8386226367675,7818782
2025-04-28,4185.817513990601,4258.037884459608,4170.807328710249,4229.419636079119,4229.419636079119,11472447
2025-04-29,4228.267610564188,4298.421578170399,4222.13907042444,4287.328240188786,4287.328240188786,5979030
2025-04-30,4288.017023380761,4337.518260511376,4257.488063917727,4322.677993619441,4322.677993619441,7474564
2025-05-01,4326.872873420784,4365.811220098909,4323.067553366493,4346.496601157902,4346.496601157902,6473623
2025-05-02,4359.063899197213,4403.720643754567,4347.393537270195,4368.2079644012765,4368.2079644012765,9011792
