Date,Open,High,Low,Close,Adj Close,Volume
2025-03-31,1514.3001053998905,1516.9604088503477,1508.7246465166145,1514.407927499855,1514.407927499855,11213535
2025-04-01,1512.7174638453741,1558.8145973115209,1506.3985473267314,1548.967343817995,1548.967343817995,8365008
2025-04-02,1546.155991259545,1558.6122720108192,1519.291273995973,1522.7885115128545,1522.7885115128545,5515118
2025-04-03,1528.3480300677636,1537.7355131603601,1502.5475957299698,1517.3894385243698,1517.3894385243698,9909697
2025-04-04,1518.4304391936744,1529.911040886251,1506.78632119735,1517.7014197572864,1517.7014197572864,10885270
2025-04-07,1518.9876468725363,1520.6516795213888,1514.5104995148292,1519.4134787698044,1519.4134787698044,3142390
2025-04-08,1515.5298557120698,1529.4060111416413,1508.5766924284367,1511.6543041624861,1511.6543041624861,3080067
2025-04-09,1511.8924066645627,1521.9706352238734,1508.0743092330333,1517.8640647302548,1517.8640647302548,6753435
2025-04-10,1518.719219851358,1532.9849611705163,1476.595466336698,1491.3839879113018,1491.3839879113018,8647854
2025-04-11,1490.399345065642,1500.756171367373,1485.9959626639532,1499.2629981622001,1499.2629981622001,8324015
2025-04-14,1497.6730584233167,1521.6499907251382,1495.8740537087112,1513.4087513856423,1513.4087513856423,6795026
2025-04-15,1516.211000566273,1521.148793493502,1480.707493949374,1495.1266954385915,1495.1266954385915,2984674
2025-04-16,1493.636441050367,1495.0550589162815,1464.4911773611707,1466.5215308697882,1466.5215308697882,6777969
2025-04-17,1465.89928633307,1481.52146104591,1463.333400616075,1473.2724712156212,1473.2724712156212,8966864
2025-04-18,1475.737897784556,1486.2060880812708,1464.4084733531593,1466.9146146499836,1466.9146146499836,11230703
2025-04-21,1467.1515224765772,1471.227089723501,1460.1472229710007,1461.1499809039449,1461.1499809039449,10206487
2025-04-22,1458.223194713413,1466.6555325668876,1431.1212421689736,1440.6439577674598,1440.6439577674598,6201507
2025-04-23,1439.3115474876395,1461.4018163546777,1427.1210763048525,1451.785547023584,1451.785547023584,5937314
2025-04-24,1446.8649054462594,1461.946075188438,1435.9499717790727,1455.9261112894926,1455.9261112894926,8049350
2025-04-25,1458.951950598575,1480.7478298275937,1445.409596241395,1469.1731883708276,1469.1731883708276,7137693
2025-04-28,1467.9288796963606,1482.173055553905,1456.6538623230267,1470.864170741691,1470.864170741691,6881020
2025-04-29,1473.2334057693429,1480.0080155276694,1451.4168833898436,1464.3123933885804,1464.3123933885804,3652082
2025-04-30,1464.4380466714963,1488.0186632239015,1460.8323145761601,1482.0553093439694,1482.0553093439694,10644676
2025-05-01,1481.403323732696,1496.063214713474,1478.0210736552478,1480.3317716980607,1480.3317716980607,3284004
2025-05-02,1479.9680540566828,1526.2582525921653,1465.4355989237022,1518.8879512092424,1518.8879512092424,7741248
2025-05-05,1524.9280944764232,1532.647163207487,1496.685563757201,1502.505056113107,1502.505056113107,11963342
2025-05-06,1503.8063191856759,1519.0851304387675,1497.3108701150454,1513.1498570056572,1513.1498570056572,6767501
2025-05-07,1515.197564504798,1533.4626146611868,1502.4857736967479,1528.9002460535944,1528.9002460535944,4837828
2025-05-08,1526.9848098464315,1545.0151967561567,1525.4834138904826,1538.3220613363808,1538.3220613363808,10239512
2025-05-09,1538.5779950721483,1540.561560332661,1527.8391877147083,1538.6781324273848,1538.6781324273848,6413454
2025-05-12,1537.2803201705508,1563.3092256932619,1526.2335504351252,1560.9174647954255,1560.9174647954255,7310288
2025-05-13,1563.0143141518327,1577.361477084557,1547.476335011506,1556.4268851701183,1556.4268851701183,8906461
2025-05-14,1562.5302163391505,1575.4804771757124,1512.447028496316,1526.3738759173134,1526.3738759173134,10156911
2025-05-15,1522.3577021330937,1526.3448631137446,1513.721511124602,1519.9730282093913,1519.9730282093913,2442911
2025-05-16,1521.4357467070133,1533.939385539748,1515.220456793261,1516.502065216817,1516.502065216817,10909403
2025-05-19,1518.0681677938903,1531.272301116083,1509.220236960457,1516.0097397482934,1516.0097397482934,7684820
2025-05-20,1520.6965714203518,1525.7960973653812,1494.9134314113758,1502.5107655741992,1502.5107655741992,3077563
2025-05-21,1501.4142431990422,1502.614228571525,1450.2655809575185,1458.5981646419846,1458.5981646419846,6384808
2025-05-22,1462.3524186868863,1481.4871422569845,1448.2364261454259,1480.0704728142648,1480.0704728142648,5521848
2025-05-23,1479.955672126905,1488.9437747910602,1462.1580820474107,1468.6514788987101,1468.6514788987101,11952802
2025-05-26,1467.0440535515077,1476.09248173609,1460.409066071047,1472.3123198661156,1472.3123198661156,6737159
2025-05-27,1467.432146122431,1497.1740650886313,1456.8820054534833,1483.9960301981328,1483.9960301981328,4882170
2025-05-28,1483.4212332062473,1513.6394821466315,1472.282320219007,1503.1741891208594,1503.1741891208594,6520210
2025-05-29,1500.6593954731038,1534.6738821060953,1495.4700527975385,1526.7321836327255,1526.7321836327255,4398872
2025-05-30,1526.483278264471,1531.7424638999817,1512.1031420228003,1529.363210345202,1529.363210345202,5780486
2025-06-02,1527.0101656355944,1530.252908131176,1488.9583076930326,1493.006578726021,1493.006578726021,7424053
2025-06-03,1497.1957699819682,1517.3755823866672,1491.487984245463,1506.3175246096857,1506.3175246096857,5140390
2025-06-04,1507.752583583075,1516.2335479251776,1498.2956305470163,1505.7878154961668,1505.7878154961668,8359198
2025-06-05,1501.1665693486025,1504.769508053645,1486.5101678923959,1492.3958708596547,1492.3958708596547,3696609
2025-06-06,1490.3403840963986,1515.2053886328306,1478.8483886711454,1502.4021958925252,1502.4021958925252,11271586
2025-06-09,1499.8195827351378,1500.844201494112,1479.4106133868943,1486.1253800164811,1486.1253800164811,11407643
2025-06-10,1487.0235650835048,1498.3827664369908,1479.557211814631,1495.8275772215918,1495.8275772215918,11387804
2025-06-11,1499.7032453760705,1506.1937375589418,1476.4404852925632,1481.9680843651379,1481.9680843651379,5220119
2025-06-12,1479.7288596464696,1482.0046564538834,1478.214962465357,1480.7442548823929,1480.7442548823929,9177423
2025-06-13,1472.8572400102948,1493.4156628140915,1466.242606611416,1488.878797621383,1488.878797621383,10139915
2025-06-16,1490.1845385018044,1495.0138045858257,1473.009445803181,1478.4625468264423,1478.4625468264423,7154958
2025-06-17,1474.5160614575473,1489.073195392879,1469.2017553091264,1487.8108385521891,1487.8108385521891,6428732
2025-06-18,1493.0018111633037,1497.0531780607357,1459.1435193602317,1463.2458464197296,1463.2458464197296,9336445
2025-06-19,1461.308785569398,1482.8775299338472,1449.7419351626427,1469.9558115212049,1469.9558115212049,6141659
2025-06-20,1469.1445104680429,1482.4993712109724,1465.8077817975213,1479.101005149891,1479.101005149891,4324262
2025-06-23,1483.1803520080452,1509.3306072588732,1476.654081244752,1496.817925790097,1496.817925790097,7406856
2025-06-24,1499.048859575169,1503.4973302973165,1484.4542402654665,1497.0824974980421,1497.0824974980421,3679785
2025-06-25,1498.0009383912204,1502.7768679444298,1485.279626521952,1493.2304463825221,1493.2304463825221,10245414
2025-06-26,1494.2714842352605,1503.689354970348,1484.1896723560458,1494.9658670192264,1494.9658670192264,5037758
2025-06-27,1498.2571696156667,1511.212551180118,1486.8801227593221,1491.1359872360754,1491.1359872360754,10479565
2025-06-30,1489.9649578936599,1494.8893753053792,1477.1632788585744,1487.2438867970693,1487.2438867970693,5025599
2025-07-01,1487.345556309453,1520.0806871730272,1479.50517887253,1506.4638453096297,1506.4638453096297,9813215
2025-07-02,1506.0595520151596,1557.5759362698077,1501.6022916697773,1544.0807594081057,1544.0807594081057,8671717
2025-07-03,1547.6392822654163,1548.6057948891362,1533.8095552831132,1544.1406142597205,1544.1406142597205,3113485
2025-07-04,1541.8837519806168,1552.1075270044635,1530.4060895291766,1540.606883483846,1540.606883483846,10428128
2025-07-07,1540.0813087428976,1548.2249547260308,1534.6470176007438,1544.241724215595,1544.241724215595,11409141
2025-07-08,1547.0419863940358,1557.621656058884,1531.9153410943488,1533.0795253033632,1533.0795253033632,5937194
2025-07-09,1536.091173353219,1547.4810090500564,1523.7401687413935,1526.577220625051,1526.577220625051,3671125
